CustomerID,Gender,Age,Annual Income ($),Profession,Work Experience,Family Size,Spending Score (1-100)
255,Female,46,27000,Engineer,4,4,32
256,Male,59,85000,Lawyer,4,2,49
257,Male,12,38000,Executive,10,1,18
258,Male,79,73000,Homemaker,6,7,96
259,Female,79,64000,Artist,2,3,64
260,Male,26,26000,Executive,6,4,60
261,Female,63,47000,Artist,2,3,16
262,Female,52,35000,Doctor,2,6,85
263,Female,32,31000,Lawyer,2,3,24
264,Female,64,13000,Engineer,3,4,38
265,Female,37,79000,Homemaker,1,7,10
266,Male,7,82000,Entertainment,2,2,39
267,Female,40,28000,Artist,1,1,68
268,Female,78,36000,Artist,0,3,79
269,Female,34,8000,Entertainment,6,6,76
270,Female,52,88000,Artist,1,2,39
271,Male,94,91000,Entertainment,0,4,36
272,Female,1,12000,Doctor,0,3,82
273,Female,96,1000,Entertainment,0,3,76
274,Female,18,143000,Artist,0,2,99
275,Female,37,18000,Artist,1,2,57
276,Male,78,65000,Lawyer,1,2,89
277,Male,16,9000,Executive,7,4,88
278,Male,93,95000,Artist,1,1,21
279,Female,74,78000,Engineer,9,3,12
280,Male,68,48000,Healthcare,3,3,73
281,Female,32,63000,Executive,1,4,87
282,Female,43,85000,Marketing,1,2,63
283,Female,52,43000,Artist,1,3,58
284,Female,63,74000,Artist,1,2,20
285,Female,33,67000,Healthcare,0,1,11
286,Male,86,59000,Artist,0,1,40
287,Female,85,140000,Entertainment,1,1,84
288,Female,73,31000,Healthcare,1,2,47
289,Female,21,5000,Marketing,0,1,91
290,Female,93,19000,Engineer,1,3,58
291,Male,9,27000,Entertainment,7,1,62
292,Female,10,68000,Doctor,6,3,80
293,Male,11,38000,Artist,8,8,66
294,Female,48,50000,Engineer,6,4,36
295,Female,73,80000,Entertainment,2,2,73
296,Female,66,69000,Executive,9,3,43
297,Female,79,31000,Engineer,3,3,91
298,Male,62,87000,Doctor,6,2,41
299,Male,17,79000,Artist,1,3,16
300,Male,32,32000,Entertainment,5,2,86
301,Male,85,153787,Entertainment,3,3,100
302,Male,31,95851,Healthcare,5,2,16
303,Female,31,145015,Healthcare,6,3,73
304,Female,38,148539,Healthcare,5,2,7
305,Female,90,117319,Lawyer,1,2,21
306,Female,65,180243,Marketing,6,2,26
307,Female,63,165052,Artist,4,2,12
308,Female,61,120487,Doctor,0,2,14
309,Male,26,112766,Engineer,8,4,83
310,Female,17,156488,Engineer,1,4,65
311,Male,56,97562,Executive,5,6,15
312,Female,12,77501,Engineer,5,4,30
313,Female,24,118302,Lawyer,5,1,100
314,Female,13,64277,Executive,9,4,9
315,Male,12,53927,Doctor,2,3,77
316,Male,72,93921,Lawyer,9,2,93
317,Female,54,132046,Homemaker,4,4,8
318,Male,45,183217,Artist,7,2,91
319,Male,66,182937,Marketing,8,1,44
320,Female,27,68272,Healthcare,8,4,56
321,Male,36,69841,Engineer,10,2,21
322,Male,5,69078,Lawyer,13,1,60
323,Female,89,110667,Healthcare,2,4,100
324,Male,13,95469,Doctor,6,1,94
325,Female,91,102861,Artist,4,1,40
326,Male,16,133551,Artist,3,1,7
327,Female,63,64589,Engineer,7,1,90
328,Male,52,152755,Engineer,4,2,39
329,Female,37,92313,Healthcare,1,5,58
330,Female,78,98922,Artist,2,3,2
331,Male,24,165846,Engineer,0,4,33
332,Female,4,93713,Engineer,3,4,62
333,Male,84,137641,Healthcare,0,5,67
334,Male,0,173743,Artist,0,4,96
335,Female,67,116126,Entertainment,10,2,58
336,Female,32,112246,Healthcare,8,3,30
337,Female,39,69384,Healthcare,1,5,75
338,Female,68,76529,Healthcare,0,2,62
339,Female,7,123804,Doctor,14,1,28
340,Female,76,68292,Artist,8,2,55
341,Female,84,173185,Artist,3,1,99
342,Male,75,142034,Entertainment,1,4,82
343,Male,22,107941,Artist,0,1,61
344,Female,90,149840,Engineer,1,1,61
345,Female,4,148431,Healthcare,1,8,99
346,Female,78,126599,Lawyer,0,3,84
347,Female,58,57180,Healthcare,9,1,22
348,Female,99,184426,Artist,9,1,41
349,Female,24,151085,Marketing,2,5,39
350,Female,88,166107,Artist,13,4,98
351,Female,92,67850,Artist,9,4,91
352,Male,99,173394,Engineer,13,1,4
353,Female,51,72303,Lawyer,7,1,98
354,Male,23,181760,Healthcare,14,3,35
355,Female,13,146858,Doctor,9,1,75
356,Male,22,172923,Engineer,6,1,20
357,Female,89,115811,Homemaker,11,4,87
358,Male,20,184324,Marketing,13,5,51
359,Female,72,67353,Lawyer,9,3,19
360,Male,17,165999,Healthcare,9,3,71
361,Male,90,164914,Artist,8,3,18
362,Male,99,63364,Entertainment,1,2,61
363,Female,39,182352,Engineer,4,3,73
364,Female,37,148544,Entertainment,1,2,56
365,Male,46,62833,Artist,1,2,85
366,Male,65,120627,Healthcare,0,2,72
367,Female,60,130898,Artist,1,1,30
368,Female,93,103130,Executive,12,3,74
369,Male,72,106681,Healthcare,9,5,15
370,Female,36,87353,Entertainment,1,5,25
371,Male,52,88046,Artist,8,1,61
372,Female,72,98168,Entertainment,1,2,49
373,Female,28,178265,Lawyer,2,1,5
374,Female,48,167232,Doctor,6,4,92
375,Male,85,140478,Doctor,6,4,43
376,Male,22,159296,Artist,8,1,83
377,Female,30,144043,Doctor,1,1,78
378,Male,46,72594,Artist,1,2,64
379,Female,82,180288,Artist,2,2,77
380,Female,73,165734,Entertainment,0,1,51
381,Male,8,175407,Artist,5,1,2
382,Male,90,70201,Engineer,0,2,8
383,Male,34,91503,Artist,0,6,26
384,Female,10,184522,Artist,0,2,43
385,Female,79,143560,Artist,1,3,83
386,Male,83,131574,Artist,1,2,97
387,Female,20,151124,Artist,15,3,18
388,Female,25,67447,Artist,15,2,5
389,Female,26,117454,Healthcare,16,2,8
390,Female,18,86203,Doctor,13,1,23
391,Female,7,136231,Artist,7,1,10
392,Male,1,89144,Doctor,12,2,1
393,Male,21,119116,Artist,17,4,30
394,Female,86,163463,Artist,9,4,31
395,Female,75,151696,Artist,15,1,82
396,Male,78,184736,Lawyer,13,1,52
397,Female,87,70419,Homemaker,6,4,69
398,Female,8,119104,Entertainment,14,3,41
399,Male,59,130950,Executive,5,3,28
400,Male,13,140950,Artist,15,2,77
401,Female,55,82285,Engineer,16,1,35
402,Female,50,91389,Healthcare,11,7,92
403,Male,54,186359,Doctor,13,2,95
404,Male,13,178989,Doctor,14,3,46
405,Male,79,166335,Engineer,5,5,45
406,Female,65,119889,Artist,17,6,11
407,Female,51,66852,Executive,15,3,73
408,Male,18,103896,Executive,16,4,36
409,Male,21,187761,Healthcare,2,3,87
410,Male,37,102717,Healthcare,7,4,93
411,Male,83,102647,Entertainment,0,2,83
412,Female,96,113585,Lawyer,0,4,31
413,Female,65,86509,Artist,0,4,88
414,Male,80,59099,Marketing,1,7,44
415,Female,75,135088,Lawyer,1,5,5
416,Female,87,110870,Engineer,1,4,78
417,Female,86,187667,Artist,0,1,12
418,Female,36,124614,Artist,8,5,25
419,Female,78,166492,Homemaker,9,7,40
420,Female,62,172758,Entertainment,1,2,69
421,Male,89,122430,Healthcare,1,1,19
422,Female,56,183540,Entertainment,0,6,96
423,Female,35,96484,Artist,5,4,34
424,Male,33,112587,Artist,1,4,71
425,Female,58,155672,Entertainment,7,7,71
426,Female,68,72847,Artist,1,2,93
427,Male,38,71897,Entertainment,2,3,32
428,Male,31,158479,Doctor,1,5,57
429,Male,90,89251,Entertainment,1,1,4
430,Male,28,179911,Engineer,1,1,24
431,Male,1,111558,Healthcare,7,4,85
432,Male,78,127615,Executive,10,7,78
433,Female,23,50076,Artist,3,5,32
434,Female,25,77779,Artist,4,1,62
435,Male,59,169999,Engineer,5,5,38
436,Female,7,106581,Doctor,1,7,76
437,Female,24,78223,Lawyer,0,1,41
438,Male,76,136259,,0,7,14
439,Male,37,153399,Entertainment,1,6,93
440,Female,6,162858,Artist,0,1,91
441,Female,0,57373,,0,7,29
442,Male,3,133602,Artist,1,1,47
443,Female,95,66322,Artist,0,3,88
444,Female,0,68761,Lawyer,1,4,16
445,Male,7,70749,Artist,13,3,86
446,Male,54,65874,Artist,7,6,87
447,Male,89,115996,Engineer,15,1,24
448,Female,58,67097,Engineer,6,1,91
449,Female,12,108027,Artist,13,5,64
450,Male,7,176349,Healthcare,8,2,80
451,Male,11,88452,Healthcare,8,6,40
452,Male,74,128266,Engineer,7,4,55
453,Female,64,156777,Healthcare,7,2,20
454,Female,48,123234,Lawyer,10,7,50
455,Female,8,60790,Artist,1,5,38
456,Female,15,181332,Artist,14,6,99
457,Male,1,187297,Artist,0,1,7
458,Female,21,153885,Artist,6,6,86
459,Male,84,53500,Marketing,3,4,44
460,Female,5,69443,Doctor,4,6,28
461,Female,47,124072,Lawyer,0,7,56
462,Female,96,135800,Healthcare,0,7,29
463,Male,93,120597,Artist,2,4,96
464,Female,16,91358,Entertainment,1,4,11
465,Male,56,53231,Marketing,0,5,41
466,Female,76,156330,Engineer,1,2,31
467,Male,0,186002,Doctor,15,2,80
468,Female,70,111760,Executive,12,5,53
469,Female,47,143906,Artist,4,3,12
470,Male,13,182410,Healthcare,11,4,22
471,Male,86,98463,Homemaker,10,5,46
472,Male,91,93762,Artist,15,7,28
473,Male,97,104582,Healthcare,8,2,50
474,Male,20,130813,Artist,17,5,92
475,Female,11,59202,Healthcare,5,4,92
476,Female,28,79968,Lawyer,9,2,45
477,Male,32,104824,Artist,0,7,42
478,Male,82,188719,Lawyer,0,6,30
479,Male,39,187536,Healthcare,3,6,66
480,Male,7,134008,Entertainment,2,1,85
481,Female,13,176397,Artist,6,3,71
482,Female,34,154888,Healthcare,9,6,43
483,Male,76,155622,Healthcare,0,2,81
484,Female,30,62330,Healthcare,1,1,60
485,Female,69,112838,Healthcare,1,7,34
486,Male,22,58283,Homemaker,2,4,59
487,Female,60,77857,Artist,1,6,81
488,Male,66,125024,Artist,0,1,25
489,Female,57,136242,Artist,9,1,34
490,Female,60,81934,Healthcare,1,4,81
491,Female,59,130511,Artist,3,4,97
492,Female,54,144502,Lawyer,3,1,88
493,Male,90,63769,Artist,4,2,6
494,Female,14,66760,Artist,0,4,20
495,Female,34,135115,Entertainment,1,7,54
496,Female,85,179877,Healthcare,12,4,17
497,Female,83,93351,Doctor,1,1,65
498,Male,12,84547,Homemaker,3,3,96
499,Male,95,121725,,12,3,3
500,Male,41,65723,Artist,6,7,91
501,Female,38,96794,Healthcare,6,3,96
502,Male,68,72352,Healthcare,8,5,61
503,Female,4,53097,Healthcare,0,7,21
504,Female,5,144831,Artist,1,3,17
505,Female,3,183851,Doctor,1,2,10
506,Female,20,111896,Executive,1,3,90
507,Female,3,64824,Executive,1,1,30
508,Male,36,88565,Healthcare,1,5,16
509,Female,70,104974,Artist,1,1,63
510,Female,17,167060,Artist,1,5,47
511,Female,31,69018,Artist,6,1,17
512,Female,48,174109,Entertainment,0,1,96
513,Male,28,62186,Marketing,0,1,29
514,Male,97,183783,Healthcare,9,3,70
515,Male,81,83771,Artist,1,2,1
516,Female,37,148196,Artist,0,2,91
517,Male,85,131742,Entertainment,1,1,87
518,Female,78,59971,Homemaker,14,7,94
519,Female,13,88960,Entertainment,13,3,2
520,Female,53,140107,Healthcare,1,5,38
521,Female,41,161896,Entertainment,1,3,49
522,Female,9,57272,Engineer,1,1,60
523,Male,20,119952,Healthcare,8,2,2
524,Female,98,167197,Doctor,1,5,63
525,Female,44,186116,Healthcare,8,6,2
526,Female,66,134677,Healthcare,15,5,59
527,Female,58,180479,Healthcare,0,3,74
528,Male,97,112783,Artist,9,6,21
529,Male,13,150258,Doctor,0,3,17
530,Male,48,115832,Artist,2,2,92
531,Female,47,104834,Artist,0,7,44
532,Male,93,152571,Doctor,14,5,66
533,Female,11,162287,Engineer,3,2,45
534,Female,68,171761,Doctor,1,6,59
535,Female,87,77709,Artist,0,1,73
536,Female,22,95053,Entertainment,1,2,17
537,Male,89,74820,Doctor,1,2,33
538,Male,57,152267,Engineer,9,5,92
539,Male,91,71925,Artist,4,2,14
540,Female,84,151340,Artist,1,7,95
541,Male,56,162921,Executive,0,4,51
542,Female,26,52234,Executive,1,2,30
543,Female,56,100271,Artist,1,5,87
544,Female,6,170266,Artist,3,2,23
545,Female,33,88763,Entertainment,1,1,1
546,Female,89,107359,,10,6,26
547,Male,99,164781,Engineer,0,2,83
548,Female,25,156016,Artist,2,1,85
549,Female,96,186882,Entertainment,1,7,40
550,Female,35,99300,Homemaker,5,2,88
551,Male,16,58127,Marketing,0,3,65
552,Female,81,89211,Doctor,1,7,12
553,Female,7,148607,Homemaker,1,7,59
554,Female,31,139592,Marketing,1,1,62
555,Female,16,172051,Healthcare,1,3,62
556,Male,89,57033,Artist,0,4,99
557,Male,84,117612,Engineer,0,6,63
558,Male,40,185321,Artist,0,7,96
559,Female,17,186577,Healthcare,8,5,5
560,Male,0,151298,Artist,0,6,89
561,Female,69,123925,Artist,1,7,52
562,Female,17,169496,Lawyer,11,6,12
563,Female,0,142892,Entertainment,8,1,25
564,Female,34,58979,Entertainment,9,5,3
565,Female,51,141416,Healthcare,15,1,100
566,Male,54,104854,Healthcare,1,7,67
567,Female,19,180331,Artist,17,5,14
568,Female,99,172896,Engineer,0,3,13
569,Female,2,101451,Healthcare,4,3,82
570,Female,91,189974,Engineer,8,1,37
571,Male,65,90084,Artist,1,6,65
572,Female,47,112247,Executive,4,5,24
573,Female,91,181775,Artist,4,5,61
574,Female,64,59088,Artist,1,3,31
575,Female,91,60856,Artist,1,6,23
576,Male,32,149900,Artist,6,3,34
577,Male,15,142776,Engineer,8,5,98
578,Male,22,162598,Artist,8,3,84
579,Female,37,146195,Healthcare,4,4,89
580,Male,83,135268,Lawyer,4,5,53
581,Female,89,136037,Marketing,5,1,1
582,Female,33,111191,Artist,9,4,67
583,Female,13,144111,Entertainment,12,5,62
584,Female,71,177359,Doctor,6,2,56
585,Female,10,112818,Marketing,15,7,85
586,Male,49,53509,Artist,5,4,98
587,Female,9,168269,Executive,10,2,75
588,Female,53,86766,Lawyer,16,3,2
589,Female,63,52661,Healthcare,12,5,25
590,Female,46,148520,Healthcare,11,5,14
591,Male,42,149936,Artist,15,3,52
592,Female,73,102296,Entertainment,7,5,31
593,Male,75,178416,Executive,10,7,16
594,Female,49,83788,Doctor,15,1,41
595,Female,96,184771,Engineer,8,5,77
596,Female,52,70302,Executive,14,3,88
597,Female,15,58639,Entertainment,5,7,51
598,Male,91,97879,Entertainment,15,7,40
599,Male,22,64707,Entertainment,7,3,29
600,Male,62,71795,Healthcare,8,1,87
601,Male,41,76567,Doctor,16,1,85
602,Male,61,126370,,11,4,20
603,Female,71,154007,Artist,7,7,32
604,Female,91,69720,Lawyer,17,6,78
605,Female,94,85265,Executive,7,6,68
606,Female,3,155864,Healthcare,13,3,31
607,Female,15,99421,Artist,8,7,72
608,Female,96,145457,Executive,2,1,57
609,Male,12,118041,Artist,9,2,77
610,Female,23,73759,Doctor,0,7,83
611,Male,94,90082,Artist,5,7,17
612,Female,7,74928,Artist,0,6,12
613,Female,74,101352,Lawyer,0,5,36
614,Female,52,93947,Healthcare,9,2,81
615,Male,39,134629,Engineer,1,6,23
616,Male,72,101858,Healthcare,8,6,70
617,Female,55,165501,Artist,10,4,47
618,Male,29,135931,Lawyer,5,1,74
619,Male,38,103356,Marketing,1,6,20
620,Female,44,75195,Artist,1,3,79
621,Male,58,123083,Entertainment,6,5,44
622,Male,77,73884,Healthcare,1,2,30
623,Female,56,91180,Entertainment,1,7,61
624,Male,79,86235,Artist,0,2,52
625,Female,97,96400,Doctor,1,7,4
626,Male,78,83599,Healthcare,1,6,12
627,Female,91,82535,Healthcare,0,1,50
628,Male,35,92227,Lawyer,0,5,8
629,Female,43,150444,Artist,13,4,27
630,Female,37,149095,Lawyer,1,2,83
631,Male,63,113605,Artist,3,3,42
632,Female,16,93854,Healthcare,0,7,82
633,Male,32,118280,Artist,0,5,92
634,Male,91,94576,Artist,0,1,90
635,Female,33,129257,Executive,6,3,70
636,Female,57,70373,Healthcare,2,6,10
637,Female,43,77600,Healthcare,0,1,66
638,Female,26,113707,Entertainment,0,5,97
639,Female,59,189672,Doctor,0,7,8
640,Female,61,143180,Artist,0,5,58
641,Female,59,174890,Marketing,3,4,14
642,Male,66,121377,,7,7,19
643,Male,26,154857,Healthcare,0,7,13
644,Female,67,160945,Healthcare,0,5,51
645,Female,85,119557,Artist,0,2,35
646,Female,76,187141,Doctor,0,7,33
647,Female,57,97468,Artist,0,1,22
648,Female,77,160351,Lawyer,8,5,77
649,Female,66,178627,Healthcare,1,2,94
650,Female,49,170188,Lawyer,1,6,80
651,Female,36,166007,Doctor,1,4,40
652,Male,74,91794,Entertainment,0,7,83
653,Female,16,189072,Artist,6,3,86
654,Male,27,152717,Executive,1,6,15
655,Female,3,158549,Executive,0,3,98
656,Male,31,134263,Marketing,1,3,94
657,Female,30,148236,Executive,1,1,28
658,Male,94,171677,Artist,0,6,81
659,Female,31,189446,Artist,1,6,38
660,Male,49,106633,Artist,0,3,53
661,Male,49,81084,Executive,6,5,48
662,Male,53,148759,Doctor,7,7,52
663,Female,3,117638,Healthcare,2,7,95
664,Female,91,159537,Doctor,4,1,37
